Specialization,Type,Name,Spell ID,Canonical ID,Rank,Learned Level,Description,Category,HUD Row,Cooldown,Duration,Resource Cost,Aura ID,Track Mode,Tags,Wowhead Source,Notes
Class-wide / Shared,Ability,Exorcism,5615,879,Rank 3,36,"Causes 
227 to 
255 Holy damage to an Undead or Demon target.",Offensive,Main,15,,155 Mana,,Cooldown,"DPS, MINOR, PVE",https://www.wowhead.com/tbc/spell=5615,
Class-wide / Shared,Ability,Exorcism,10312,879,Rank 4,44,"Causes 
316 to 
354 Holy damage to an Undead or Demon target.",Offensive,Main,15,,200 Mana,,Cooldown,"DPS, MINOR, PVE",https://www.wowhead.com/tbc/spell=10312,
Class-wide / Shared,Ability,Exorcism,10313,879,Rank 5,52,"Causes 
407 to 
453 Holy damage to an Undead or Demon target.",Offensive,Main,15,,240 Mana,,Cooldown,"DPS, MINOR, PVE",https://www.wowhead.com/tbc/spell=10313,
Class-wide / Shared,Ability,Exorcism,10314,879,Rank 6,60,"Causes 
521 to 
579 Holy damage to an Undead or Demon target.",Offensive,Main,15,,295 Mana,,Cooldown,"DPS, MINOR, PVE",https://www.wowhead.com/tbc/spell=10314,
Class-wide / Shared,Ability,Exorcism,27138,879,Rank 7,68,"Causes 
626 to 
698 Holy damage to an Undead or Demon target.",Offensive,Main,15,,340 Mana,,Cooldown,"DPS, MINOR, PVE",https://www.wowhead.com/tbc/spell=27138,
Class-wide / Shared,Ability,Exorcism,33632,879,Rank 8,20,Inflicts Holy damage to an undead or demon enemy.,Offensive,Main,15,,85 Mana,,Cooldown,"DPS, MINOR, PVE",https://www.wowhead.com/tbc/spell=33632,
Class-wide / Shared,Ability,Fire Resistance Aura,19891,19891,Rank 1,36,Gives 30 additional Fire resistance to all party members within 30 yards. Players may only have one Aura on them per Paladin at any one time.,Ability,Data only,0,,,,Cooldown,"BUFF, LONG_BUFF, RAID_DEFENSIVE",https://www.wowhead.com/tbc/spell=19891,
Class-wide / Shared,Ability,Fire Resistance Aura,19899,19891,Rank 2,48,Gives 45 additional Fire resistance to all party members within 30 yards. Players may only have one Aura on them per Paladin at any one time.,Ability,Data only,0,,,,Cooldown,"BUFF, LONG_BUFF, RAID_DEFENSIVE",https://www.wowhead.com/tbc/spell=19899,
Class-wide / Shared,Ability,Fire Resistance Aura,19900,19891,Rank 3,60,Gives 60 additional Fire resistance to all party members within 30 yards. Players may only have one Aura on them per Paladin at any one time.,Ability,Data only,0,,,,Cooldown,"BUFF, LONG_BUFF, RAID_DEFENSIVE",https://www.wowhead.com/tbc/spell=19900,
Class-wide / Shared,Ability,Fire Resistance Aura,27153,19891,Rank 4,70,Gives 70 additional Fire resistance to all party members within 30 yards. Players may only have one Aura on them per Paladin at any one time.,Ability,Data only,0,,,,Cooldown,"BUFF, LONG_BUFF, RAID_DEFENSIVE",https://www.wowhead.com/tbc/spell=27153,
Class-wide / Shared,Ability,Frost Resistance Aura,19888,19888,Rank 1,32,Gives 30 additional Frost resistance to all party members within 30 yards. Players may only have one Aura on them per Paladin at any one time.,Ability,Data only,0,,,,Cooldown,"BUFF, LONG_BUFF, RAID_DEFENSIVE",https://www.wowhead.com/tbc/spell=19888,
Class-wide / Shared,Ability,Frost Resistance Aura,19897,19888,Rank 2,44,Gives 45 additional Frost resistance to all party members within 30 yards. Players may only have one Aura on them per Paladin at any one time.,Ability,Data only,0,,,,Cooldown,"BUFF, LONG_BUFF, RAID_DEFENSIVE",https://www.wowhead.com/tbc/spell=19897,
Class-wide / Shared,Ability,Frost Resistance Aura,19898,19888,Rank 3,56,Gives 60 additional Frost resistance to all party members within 30 yards. Players may only have one Aura on them per Paladin at any one time.,Ability,Data only,0,,,,Cooldown,"BUFF, LONG_BUFF, RAID_DEFENSIVE",https://www.wowhead.com/tbc/spell=19898,
Class-wide / Shared,Ability,Frost Resistance Aura,27152,19888,Rank 4,68,Gives 70 additional Frost resistance to all party members within 30 yards. Players may only have one Aura on them per Paladin at any one time.,Ability,Data only,0,,,,Cooldown,"BUFF, LONG_BUFF, RAID_DEFENSIVE",https://www.wowhead.com/tbc/spell=27152,
Class-wide / Shared,Ability,Greater Blessing of Light,25890,25890,Rank 1,60,"Gives all members of the raid or group that share the same class with the target the Greater Blessing of Light, increasing the effects of Holy Light spells used on the target by up to 400 and the effects of Flash of Light spells used on the target by up to 115. Lasts 30 min. Players may only have one Blessing on them per Paladin at any one time.",Healing,Utility,0,1800,260 Mana,,Cooldown,"BUFF, HEAL, LONG_BUFF",https://www.wowhead.com/tbc/spell=25890,
Class-wide / Shared,Ability,Greater Blessing of Light,27145,25890,Rank 2,69,"Gives all members of the raid or group that share the same class with the target the Greater Blessing of Light, increasing the effects of Holy Light spells used on the target by up to 580 and the effects of Flash of Light spells used on the target by up to 185. Lasts 30 min. Players may only have one Blessing on them per Paladin at any one time.",Healing,Utility,0,1800,360 Mana,,Cooldown,"BUFF, HEAL, LONG_BUFF",https://www.wowhead.com/tbc/spell=27145,
Class-wide / Shared,Ability,Greater Blessing of Might,25782,25782,Rank 1,52,"Gives all members of the raid or group that share the same class with the target the Greater Blessing of Might, increasing attack power by 155 for 30 min. Players may only have one Blessing on them per Paladin at any one time.",Utility,Utility,0,1800,220 Mana,,Cooldown,"BUFF, LONG_BUFF, UTILITY",https://www.wowhead.com/tbc/spell=25782,
Class-wide / Shared,Ability,Greater Blessing of Might,25916,25782,Rank 2,60,"Gives all members of the raid or group that share the same class with the target the Greater Blessing of Might, increasing attack power by 185 for 30 min. Players may only have one Blessing on them per Paladin at any one time.",Utility,Utility,0,1800,260 Mana,,Cooldown,"BUFF, LONG_BUFF, UTILITY",https://www.wowhead.com/tbc/spell=25916,
Class-wide / Shared,Ability,Greater Blessing of Might,27141,25782,Rank 3,70,"Gives all members of the raid or group that share the same class with the target the Greater Blessing of Might, increasing attack power by 220 for 30 min. Players may only have one Blessing on them per Paladin at any one time.",Utility,Utility,0,1800,295 Mana,,Cooldown,"BUFF, LONG_BUFF, UTILITY",https://www.wowhead.com/tbc/spell=27141,
Class-wide / Shared,Ability,Greater Blessing of Salvation,25895,25895,,60,"Gives all members of the raid or group that share the same class with the target the Greater Blessing of Salvation, reducing the amount of all threat generated by 30% for 30 min. Players may only have one Blessing on them per Paladin at any one time.",Utility,Utility,0,1800,13% of base mana,,Cooldown,"BUFF, LONG_BUFF, UTILITY",https://www.wowhead.com/tbc/spell=25895,
Class-wide / Shared,Ability,Greater Blessing of Wisdom,25894,25894,Rank 1,54,"Gives all members of the raid or group that share the same class with the target the Greater Blessing of Wisdom, restoring 30 mana every 5 seconds for 30 min. Players may only have one Blessing on them per Paladin at any one time.",Utility,Utility,0,1800,230 Mana,,Cooldown,"BUFF, LONG_BUFF, RESOURCE, UTILITY",https://www.wowhead.com/tbc/spell=25894,
Class-wide / Shared,Ability,Greater Blessing of Wisdom,25918,25894,Rank 2,60,"Gives all members of the raid or group that share the same class with the target the Greater Blessing of Wisdom, restoring 33 mana every 5 seconds for 30 min. Players may only have one Blessing on them per Paladin at any one time.",Utility,Utility,0,1800,250 Mana,,Cooldown,"BUFF, LONG_BUFF, RESOURCE, UTILITY",https://www.wowhead.com/tbc/spell=25918,
Class-wide / Shared,Ability,Greater Blessing of Wisdom,27143,25894,Rank 3,65,"Gives all members of the raid or group that share the same class with the target the Greater Blessing of Wisdom, restoring 41 mana every 5 seconds for 30 min. Players may only have one Blessing on them per Paladin at any one time.",Utility,Utility,0,1800,310 Mana,,Cooldown,"BUFF, LONG_BUFF, RESOURCE, UTILITY",https://www.wowhead.com/tbc/spell=27143,
Class-wide / Shared,Ability,Hammer of Justice,853,853,Rank 1,8,Stuns the target for 3 sec.,Crowd Control,Utility,60,6,30 Mana,,Cooldown,CC_HARD,https://www.wowhead.com/tbc/spell=853,
Class-wide / Shared,Ability,Hammer of Justice,5588,853,Rank 2,24,Stuns the target for 4 sec.,Crowd Control,Utility,60,6,50 Mana,,Cooldown,CC_HARD,https://www.wowhead.com/tbc/spell=5588,
Class-wide / Shared,Ability,Hammer of Justice,5589,853,Rank 3,40,Stuns the target for 5 sec.,Crowd Control,Utility,60,6,75 Mana,,Cooldown,CC_HARD,https://www.wowhead.com/tbc/spell=5589,
Class-wide / Shared,Ability,Hammer of Justice,10308,853,Rank 4,54,Stuns the target for 6 sec.,Crowd Control,Utility,60,6,100 Mana,,Cooldown,CC_HARD,https://www.wowhead.com/tbc/spell=10308,
Class-wide / Shared,Ability,Holy Wrath,2812,2812,Rank 1,50,"Sends bolts of holy power in all directions, causing 
368 to 
435 Holy damage to all Undead and Demon targets within 20 yds.",Offensive,Main,60,,550 Mana,,Cooldown,"AOE, DPS",https://www.wowhead.com/tbc/spell=2812,
Class-wide / Shared,Ability,Holy Wrath,10318,2812,Rank 2,60,"Sends bolts of holy power in all directions, causing 
497 to 
584 Holy damage to all Undead and Demon targets within 20 yds.",Offensive,Main,60,,685 Mana,,Cooldown,"AOE, DPS",https://www.wowhead.com/tbc/spell=10318,
Class-wide / Shared,Ability,Holy Wrath,27139,2812,Rank 3,69,"Sends bolts of holy power in all directions, causing 
637 to 
748 Holy damage to all Undead and Demon targets within 20 yds.",Offensive,Main,60,,825 Mana,,Cooldown,"AOE, DPS",https://www.wowhead.com/tbc/spell=27139,
Class-wide / Shared,Ability,Lay on Hands,633,633,Rank 1,10,Heals a friendly target for an amount equal to the Paladin's maximum health. Drains all of the Paladin's remaining mana when used.,Defensive,Utility,3600,,,,Cooldown,"EXTERNAL_DEFENSIVE, HEAL, HEAL_SINGLE, MAJOR",https://www.wowhead.com/tbc/spell=633,
Class-wide / Shared,Ability,Lay on Hands,2800,633,Rank 2,30,Heals a friendly target for an amount equal to the Paladin's maximum health and restores 250 of their mana. Drains all of the Paladin's remaining mana when used.,Defensive,Utility,3600,,,,Cooldown,"EXTERNAL_DEFENSIVE, HEAL, HEAL_SINGLE, MAJOR",https://www.wowhead.com/tbc/spell=2800,
Class-wide / Shared,Ability,Lay on Hands,10310,633,Rank 3,50,Heals a friendly target for an amount equal to the Paladin's maximum health and restores 550 of their mana. Drains all of the Paladin's remaining mana when used.,Defensive,Utility,3600,,,,Cooldown,"EXTERNAL_DEFENSIVE, HEAL, HEAL_SINGLE, MAJOR",https://www.wowhead.com/tbc/spell=10310,
Class-wide / Shared,Ability,Lay on Hands,27154,633,Rank 4,69,Heals a friendly target for an amount equal to the Paladin's maximum health and restores 900 of their mana. Drains all of the Paladin's remaining mana when used.,Defensive,Utility,3600,,,,Cooldown,"EXTERNAL_DEFENSIVE, HEAL, HEAL_SINGLE, MAJOR",https://www.wowhead.com/tbc/spell=27154,
Class-wide / Shared,Ability,Purify,1152,1152,,8,"Purifies the friendly target, removing 1 disease effect and 1 poison effect.",Utility,Utility,0,,6% of base mana,,Cooldown,"DISPEL_DISEASE, DISPEL_POISON, FILLER",https://www.wowhead.com/tbc/spell=1152,
Class-wide / Shared,Ability,Retribution Aura,7294,7294,Rank 1,16,Causes 5 Holy damage to any creature that strikes a party member within 30 yards. Players may only have one Aura on them per Paladin at any one time.,Offensive,Main,0,,,,Cooldown,"BUFF, DPS, LONG_BUFF",https://www.wowhead.com/tbc/spell=7294,
Class-wide / Shared,Ability,Retribution Aura,10298,7294,Rank 2,26,Causes 8 Holy damage to any creature that strikes a party member within 30 yards. Players may only have one Aura on them per Paladin at any one time.,Offensive,Main,0,,,,Cooldown,"BUFF, DPS, LONG_BUFF",https://www.wowhead.com/tbc/spell=10298,
Class-wide / Shared,Ability,Retribution Aura,10299,7294,Rank 3,36,Causes 12 Holy damage to any creature that strikes a party member within 30 yards. Players may only have one Aura on them per Paladin at any one time.,Offensive,Main,0,,,,Cooldown,"BUFF, DPS, LONG_BUFF",https://www.wowhead.com/tbc/spell=10299,
Class-wide / Shared,Ability,Retribution Aura,10300,7294,Rank 4,46,Causes 16 Holy damage to any creature that strikes a party member within 30 yards. Players may only have one Aura on them per Paladin at any one time.,Offensive,Main,0,,,,Cooldown,"BUFF, DPS, LONG_BUFF",https://www.wowhead.com/tbc/spell=10300,
