Specialization,Type,Name,Spell ID,Canonical ID,Rank,Learned Level,Description,Category,HUD Row,Cooldown,Duration,Resource Cost,Aura ID,Track Mode,Tags,Wowhead Source,Notes
Class-wide / Shared,Ability,Power Word: Fortitude,1244,1243,Rank 2,12,"Power infuses the target, increasing their Stamina by 8 for 30 min.",Utility,Utility,0,1800,70 Mana,,Cooldown,"BUFF, LONG_BUFF, UTILITY",https://www.wowhead.com/tbc/spell=1244,
Class-wide / Shared,Ability,Power Word: Fortitude,1245,1243,Rank 3,24,"Power infuses the target, increasing their Stamina by 20 for 30 min.",Utility,Utility,0,1800,200 Mana,,Cooldown,"BUFF, LONG_BUFF, UTILITY",https://www.wowhead.com/tbc/spell=1245,
Class-wide / Shared,Ability,Power Word: Fortitude,2791,1243,Rank 4,36,"Power infuses the target, increasing their Stamina by 32 for 30 min.",Utility,Utility,0,1800,300 Mana,,Cooldown,"BUFF, LONG_BUFF, UTILITY",https://www.wowhead.com/tbc/spell=2791,
Class-wide / Shared,Ability,Power Word: Fortitude,10937,1243,Rank 5,48,"Power infuses the target, increasing their Stamina by 43 for 30 min.",Utility,Utility,0,1800,450 Mana,,Cooldown,"BUFF, LONG_BUFF, UTILITY",https://www.wowhead.com/tbc/spell=10937,
Class-wide / Shared,Ability,Power Word: Fortitude,10938,1243,Rank 6,60,"Power infuses the target, increasing their Stamina by 54 for 30 min.",Utility,Utility,0,1800,600 Mana,,Cooldown,"BUFF, LONG_BUFF, UTILITY",https://www.wowhead.com/tbc/spell=10938,
Class-wide / Shared,Ability,Power Word: Fortitude,25389,1243,Rank 7,70,Power infuses the target increasing their Stamina by 79 for 30 min.,Utility,Utility,0,1800,700 Mana,,Cooldown,"BUFF, LONG_BUFF, UTILITY",https://www.wowhead.com/tbc/spell=25389,
Class-wide / Shared,Ability,Prayer of Fortitude,21562,21562,Rank 1,48,"Power infuses the target's party, increasing their Stamina by 43 for 1 hour.",Utility,Utility,0,3600,1200 Mana,,Cooldown,"BUFF, LONG_BUFF, UTILITY",https://www.wowhead.com/tbc/spell=21562,
Class-wide / Shared,Ability,Prayer of Fortitude,21564,21562,Rank 2,60,"Power infuses the target's party, increasing their Stamina by 54 for 1 hour.",Utility,Utility,0,3600,1500 Mana,,Cooldown,"BUFF, LONG_BUFF, UTILITY",https://www.wowhead.com/tbc/spell=21564,
Class-wide / Shared,Ability,Prayer of Fortitude,25392,21562,Rank 3,70,"Power infuses the target's party, increasing their Stamina by 79 for 1 hour.",Utility,Utility,0,3600,1800 Mana,,Cooldown,"BUFF, LONG_BUFF, UTILITY",https://www.wowhead.com/tbc/spell=25392,
Class-wide / Shared,Ability,Prayer of Shadow Protection,27683,27683,Rank 1,56,"Power infuses the target's party, increasing their Shadow resistance by 60 for 20 min.",Utility,Utility,0,1200,1300 Mana,,Cooldown,"BUFF, LONG_BUFF, UTILITY",https://www.wowhead.com/tbc/spell=27683,
Class-wide / Shared,Ability,Prayer of Shadow Protection,39374,27683,Rank 2,70,"Power infuses the target's party, increasing their Shadow resistance by 70 for 20 min.",Utility,Utility,0,1200,1620 Mana,,Cooldown,"BUFF, LONG_BUFF, UTILITY",https://www.wowhead.com/tbc/spell=39374,
Class-wide / Shared,Ability,Psychic Scream,8122,8122,Rank 1,14,"The caster lets out a psychic scream, causing 2 enemies within 8 yards to flee for 8 sec. Damage caused may interrupt the effect.",Crowd Control,Utility,30,8,100 Mana,,Cooldown,"CC_HARD, FEAR",https://www.wowhead.com/tbc/spell=8122,
Class-wide / Shared,Ability,Psychic Scream,8124,8122,Rank 2,28,"The caster lets out a psychic scream, causing 3 enemies within 8 yards to flee for 8 sec. Damage caused may interrupt the effect.",Crowd Control,Utility,30,8,140 Mana,,Cooldown,"CC_HARD, FEAR",https://www.wowhead.com/tbc/spell=8124,
Class-wide / Shared,Ability,Psychic Scream,10888,8122,Rank 3,42,"The caster lets out a psychic scream, causing 4 enemies within 8 yards to flee for 8 sec. Damage caused may interrupt the effect.",Crowd Control,Utility,30,8,180 Mana,,Cooldown,"CC_HARD, FEAR",https://www.wowhead.com/tbc/spell=10888,
Class-wide / Shared,Ability,Psychic Scream,10890,8122,Rank 4,56,"The caster lets out a psychic scream, causing 5 enemies within 8 yards to flee for 8 sec. Damage caused may interrupt the effect.",Crowd Control,Utility,30,8,210 Mana,,Cooldown,"CC_HARD, FEAR",https://www.wowhead.com/tbc/spell=10890,
Class-wide / Shared,Ability,Psychic Scream,27610,8122,Rank 5,56,"The caster lets out a psychic scream, causing 5 enemies within 8 yards to flee for 5 sec. Damage caused may interrupt the effect.",Crowd Control,Utility,30,8,210 Mana,,Cooldown,"CC_HARD, FEAR",https://www.wowhead.com/tbc/spell=27610,
Class-wide / Shared,Ability,Resurrection,2006,2006,Rank 1,10,Brings a dead player back to life with 70 health and 135 mana. Cannot be cast when in combat.,Utility,Utility,0,,60% of base mana,,Cooldown,"OUT_OF_COMBAT, RESURRECT, UTILITY",https://www.wowhead.com/tbc/spell=2006,
Class-wide / Shared,Ability,Resurrection,2010,2006,Rank 2,22,Brings a dead player back to life with 160 health and 300 mana. Cannot be cast when in combat.,Utility,Utility,0,,60% of base mana,,Cooldown,"OUT_OF_COMBAT, RESURRECT, UTILITY",https://www.wowhead.com/tbc/spell=2010,
Class-wide / Shared,Ability,Resurrection,10880,2006,Rank 3,34,Brings a dead player back to life with 300 health and 520 mana. Cannot be cast when in combat.,Utility,Utility,0,,60% of base mana,,Cooldown,"OUT_OF_COMBAT, RESURRECT, UTILITY",https://www.wowhead.com/tbc/spell=10880,
Class-wide / Shared,Ability,Resurrection,10881,2006,Rank 4,46,Brings a dead player back to life with 500 health and 750 mana. Cannot be cast when in combat.,Utility,Utility,0,,60% of base mana,,Cooldown,"OUT_OF_COMBAT, RESURRECT, UTILITY",https://www.wowhead.com/tbc/spell=10881,
Class-wide / Shared,Ability,Resurrection,20770,2006,Rank 5,58,Brings a dead player back to life with 750 health and 1000 mana. Cannot be cast when in combat.,Utility,Utility,0,,60% of base mana,,Cooldown,"OUT_OF_COMBAT, RESURRECT, UTILITY",https://www.wowhead.com/tbc/spell=20770,
Class-wide / Shared,Ability,Resurrection,25435,2006,Rank 6,68,Brings a dead player back to life with 1100 health and 1150 mana. Cannot be cast when in combat.,Utility,Utility,0,,60% of base mana,,Cooldown,"OUT_OF_COMBAT, RESURRECT, UTILITY",https://www.wowhead.com/tbc/spell=25435,
Class-wide / Shared,Ability,Shackle Undead,9484,9484,Rank 1,20,"Shackles the target undead enemy for up to 30 sec. The shackled unit is unable to move, attack or cast spells. Any damage caused will release the target. Only one target can be shackled at a time.",Crowd Control,Utility,0,50,90 Mana,,Cooldown,"CC_HARD, FILLER",https://www.wowhead.com/tbc/spell=9484,
Class-wide / Shared,Ability,Shackle Undead,9485,9484,Rank 2,40,"Shackles the target undead enemy for up to 40 sec. The shackled unit is unable to move, attack or cast spells. Any damage caused will release the target. Only one target can be shackled at a time.",Crowd Control,Utility,0,50,120 Mana,,Cooldown,"CC_HARD, FILLER",https://www.wowhead.com/tbc/spell=9485,
Class-wide / Shared,Ability,Shackle Undead,10955,9484,Rank 3,60,"Shackles the target undead enemy for up to 50 sec. The shackled unit is unable to move, attack or cast spells. Any damage caused will release the target. Only one target can be shackled at a time.",Crowd Control,Utility,0,50,150 Mana,,Cooldown,"CC_HARD, FILLER",https://www.wowhead.com/tbc/spell=10955,
Class-wide / Shared,Ability,Shadow Protection,976,976,Rank 1,30,Increases the target's resistance to Shadow spells by 30 for 10 min.,Utility,Utility,0,600,250 Mana,,Cooldown,"BUFF, LONG_BUFF, UTILITY",https://www.wowhead.com/tbc/spell=976,
Class-wide / Shared,Ability,Shadow Protection,10957,976,Rank 2,42,Increases the target's resistance to Shadow spells by 45 for 10 min.,Utility,Utility,0,600,450 Mana,,Cooldown,"BUFF, LONG_BUFF, UTILITY",https://www.wowhead.com/tbc/spell=10957,
Class-wide / Shared,Ability,Shadow Protection,10958,976,Rank 3,56,Increases the target's resistance to Shadow spells by 60 for 10 min.,Utility,Utility,0,600,650 Mana,,Cooldown,"BUFF, LONG_BUFF, UTILITY",https://www.wowhead.com/tbc/spell=10958,
Class-wide / Shared,Ability,Shadow Protection,25433,976,Rank 4,68,Increases the target's resistance to Shadow spells by 70 for 10 min.,Utility,Utility,0,600,810 Mana,,Cooldown,"BUFF, LONG_BUFF, UTILITY",https://www.wowhead.com/tbc/spell=25433,
Class-wide / Shared,Ability,Shadowfiend,34433,34433,,66,Creates a shadowy fiend to attack the target. Caster receives mana when the Shadowfiend deals damage. Lasts 15 sec.,Resource,Main,300,15,6% of base mana,,Cooldown,"DPS, MAJOR, PET_SUMMON, PET_SUMMON_TEMP, PVE, RESOURCE",https://www.wowhead.com/tbc/spell=34433,
Discipline,Talent,Absolution,33167,33167,Rank 1/3,,"Reduces the mana cost of your Dispel Magic, Cure Disease, Abolish Disease and Mass Dispel spells by 5%.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=33167,Talent: Absolution; tree row 3
Discipline,Talent,Absolution,33171,33167,Rank 2/3,,"Reduces the mana cost of your Dispel Magic, Cure Disease, Abolish Disease and Mass Dispel spells by 10%.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=33171,Talent: Absolution; tree row 3
Discipline,Talent,Absolution,33172,33167,Rank 3/3,,"Reduces the mana cost of your Dispel Magic, Cure Disease, Abolish Disease and Mass Dispel spells by 15%.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=33172,Talent: Absolution; tree row 3
Discipline,Talent Ability,Divine Spirit,14752,14752,Rank 1/1,,"Holy power infuses the target, increasing their Spirit by 17 for 30 min.",Utility,Utility,0,1800,250 Mana,,Cooldown,"BUFF, LONG_BUFF, UTILITY",https://www.wowhead.com/tbc/spell=14752,Talent-required | Talent: Divine Spirit
Discipline,Talent Ability,Divine Spirit,14818,14752,Rank 2,40,"Holy power infuses the target, increasing their Spirit by 23 for 30 min.",Utility,Utility,0,1800,350 Mana,,Cooldown,"BUFF, LONG_BUFF, UTILITY",https://www.wowhead.com/tbc/spell=14818,Talent-required
Discipline,Talent Ability,Divine Spirit,14819,14752,Rank 3,50,"Holy power infuses the target, increasing their Spirit by 33 for 30 min.",Utility,Utility,0,1800,450 Mana,,Cooldown,"BUFF, LONG_BUFF, UTILITY",https://www.wowhead.com/tbc/spell=14819,Talent-required
Discipline,Talent Ability,Divine Spirit,25312,14752,Rank 4,70,"Holy power infuses the target, increasing their Spirit by 50 for 30 min.",Utility,Utility,0,1800,680 Mana,,Cooldown,"BUFF, LONG_BUFF, UTILITY",https://www.wowhead.com/tbc/spell=25312,Talent-required
Discipline,Talent Ability,Divine Spirit,27841,14752,Rank 5,60,"Holy power infuses the target, increasing their Spirit by 40 for 30 min.",Utility,Utility,0,1800,555 Mana,,Cooldown,"BUFF, LONG_BUFF, UTILITY",https://www.wowhead.com/tbc/spell=27841,Talent-required
Discipline,Talent,Enlightenment,34908,34908,Rank 1/5,,"Increases your total Stamina, Intellect and Spirit by 1%.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=34908,Talent: Enlightenment; tree row 8
Discipline,Talent,Enlightenment,34909,34908,Rank 2/5,,"Increases your total Stamina, Intellect and Spirit by 2%.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=34909,Talent: Enlightenment; tree row 8
Discipline,Talent,Enlightenment,34910,34908,Rank 3/5,,"Increases your total Stamina, Intellect and Spirit by 3%.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=34910,Talent: Enlightenment; tree row 8
Discipline,Talent,Enlightenment,34911,34908,Rank 4/5,,"Increases your total Stamina, Intellect and Spirit by 4%.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=34911,Talent: Enlightenment; tree row 8
Discipline,Talent,Enlightenment,34912,34908,Rank 5/5,,"Increases your total Stamina, Intellect and Spirit by 5%.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=34912,Talent: Enlightenment; tree row 8
Discipline,Talent,Focused Power,33186,33186,Rank 1/2,,"Your Smite, Mind Blast and Mass Dispel spells have an additional 2% chance to hit. In addition, your Mass Dispel cast time is reduced by 0.5 sec.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=33186,Talent: Focused Power; tree row 6
Discipline,Talent,Focused Power,33190,33186,Rank 2/2,,"Your Smite, Mind Blast and Mass Dispel spells have an additional 4% chance to hit. In addition, your Mass Dispel cast time is reduced by 1 sec.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=33190,Talent: Focused Power; tree row 6
Discipline,Talent,Focused Will,45234,45234,Rank 1/3,,"After taking a critical hit you gain the Focused Will effect, reducing all damage taken by 2% and increasing healing effects on you by 4%. Stacks up to 3 times. Lasts 8 sec.",Talent Passive,Data only,,8,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=45234,Talent: Focused Will; tree row 7
Discipline,Talent,Focused Will,45243,45234,Rank 2/3,,"After taking a critical hit you gain the Focused Will effect, reducing all damage taken by 3% and increasing healing effects on you by 7%. Stacks up to 3 times. Lasts 8 sec.",Talent Passive,Data only,,8,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=45243,Talent: Focused Will; tree row 7
Discipline,Talent,Focused Will,45244,45234,Rank 3/3,,"After taking a critical hit you gain the Focused Will effect, reducing all damage taken by 4% and increasing healing effects on you by 10%. Stacks up to 3 times. Lasts 8 sec.",Talent Passive,Data only,,8,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=45244,Talent: Focused Will; tree row 7
Discipline,Talent,Force of Will,18544,18544,Rank 1/5,,Increases your spell damage by 1% and the critical strike chance of your offensive spells by 1%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=18544,Talent: Force of Will; tree row 6
Discipline,Talent,Force of Will,18547,18544,Rank 2/5,,Increases your spell damage by 2% and the critical strike chance of your offensive spells by 2%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=18547,Talent: Force of Will; tree row 6
Discipline,Talent,Force of Will,18548,18544,Rank 3/5,,Increases your spell damage by 3% and the critical strike chance of your offensive spells by 3%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=18548,Talent: Force of Will; tree row 6
Discipline,Talent,Force of Will,18549,18544,Rank 4/5,,Increases your spell damage by 4% and the critical strike chance of your offensive spells by 4%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=18549,Talent: Force of Will; tree row 6
Discipline,Talent,Force of Will,18550,18544,Rank 5/5,,Increases your spell damage by 5% and the critical strike chance of your offensive spells by 5%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=18550,Talent: Force of Will; tree row 6
Discipline,Talent,Improved Divine Spirit,33174,33174,Rank 1/2,,Your Divine Spirit and Prayer of Spirit spells also increase the target's spell damage and healing by an amount equal to 5% of their total Spirit.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=33174,Talent: Improved Divine Spirit; tree row 5
Discipline,Talent,Improved Divine Spirit,33182,33174,Rank 2/2,,Your Divine Spirit and Prayer of Spirit spells also increase the target's spell damage and healing by an amount equal to 10% of their total Spirit.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=33182,Talent: Improved Divine Spirit; tree row 5
